English,Positive,Negative
musty,0,1
mysterious,0,1
mysteriously,0,1
mystery,0,1
mystify,0,1
myth,0,1
nag,0,1
nagging,0,1
naive,0,1
naively,0,1
narrower,0,1
nastily,0,1
nastiness,0,1
nasty,0,1
naughty,0,1
nauseate,0,1
nauseates,0,1
nauseating,0,1
nauseatingly,0,1
naïve,0,1
nebulous,0,1
nebulously,0,1
needless,0,1
needlessly,0,1
needy,0,1
nefarious,0,1
nefariously,0,1
negate,0,1
negation,0,1
negative,0,1
negatives,0,1
negativity,0,1
neglect,0,1
neglected,0,1
negligence,0,1
negligent,0,1
nemesis,0,1
nepotism,0,1
nervous,0,1
nervously,0,1
nervousness,0,1
nettle,0,1
nettlesome,0,1
neurotic,0,1
neurotically,0,1
niggle,0,1
niggles,0,1
nightmare,0,1
nightmarish,0,1
nightmarishly,0,1
nitpick,0,1
nitpicking,0,1
noise,0,1
noises,0,1
noisier,0,1
noisy,0,1
non-confidence,0,1
nonexistent,0,1
nonresponsive,0,1
nonsense,0,1
nosey,0,1
notoriety,0,1
notorious,0,1
notoriously,0,1
noxious,0,1
nuisance,0,1
numb,0,1
obese,0,1
object,0,1
objection,0,1
objectionable,0,1
objections,0,1
oblique,0,1
obliterate,0,1
obliterated,0,1
oblivious,0,1
obnoxious,0,1
obnoxiously,0,1
obscene,0,1
obscenely,0,1
obscenity,0,1
obscure,0,1
obscured,0,1
obscures,0,1
obscurity,0,1
obsess,0,1
obsessive,0,1
obsessively,0,1
obsessiveness,0,1
obsolete,0,1
obstacle,0,1
obstinate,0,1
obstinately,0,1
obstruct,0,1
obstructed,0,1
obstructing,0,1
obstruction,0,1
obstructs,0,1
obtrusive,0,1
obtuse,0,1
occlude,0,1
occluded,0,1
occludes,0,1
occluding,0,1
odd,0,1
odder,0,1
oddest,0,1
oddities,0,1
oddity,0,1
oddly,0,1
odor,0,1
offence,0,1
offend,0,1
offender,0,1
offending,0,1
offenses,0,1
offensive,0,1
offensively,0,1
offensiveness,0,1
officious,0,1
ominous,0,1
ominously,0,1
omission,0,1
omit,0,1
one-sided,0,1
onerous,0,1
onerously,0,1
onslaught,0,1
opinionated,0,1
opponent,0,1
opportunistic,0,1
oppose,0,1
opposition,0,1
oppositions,0,1
oppress,0,1
oppression,0,1
oppressive,0,1
oppressively,0,1
oppressiveness,0,1
oppressors,0,1
ordeal,0,1
orphan,0,1
ostracize,0,1
outbreak,0,1
outburst,0,1
outbursts,0,1
outcast,0,1
outcry,0,1
outlaw,0,1
outmoded,0,1
outrage,0,1
outraged,0,1
outrageous,0,1
outrageously,0,1
outrageousness,0,1
outrages,0,1
outsider,0,1
over-acted,0,1
over-awe,0,1
over-balanced,0,1
over-hyped,0,1
over-priced,0,1
over-valuation,0,1
overact,0,1
overacted,0,1
overawe,0,1
overbalance,0,1
overbalanced,0,1
overbearing,0,1
overbearingly,0,1
overblown,0,1
overdo,0,1
overdone,0,1
overdue,0,1
overemphasize,0,1
overheat,0,1
overkill,0,1
overloaded,0,1
overlook,0,1
overpaid,0,1
overpayed,0,1
overplay,0,1
overpower,0,1
overpriced,0,1
overrated,0,1
overreach,0,1
overrun,0,1
overshadow,0,1
oversight,0,1
oversights,0,1
oversimplification,0,1
oversimplified,0,1
oversimplify,0,1
oversize,0,1
overstate,0,1
overstated,0,1
overstatement,0,1
overstatements,0,1
overstates,0,1
overtaxed,0,1
overthrow,0,1
overthrows,0,1
overturn,0,1
overweight,0,1
overwhelm,0,1
overwhelmed,0,1
overwhelming,0,1
overwhelmingly,0,1
overwhelms,0,1
overzealous,0,1
overzealously,0,1
overzelous,0,1
pain,0,1
painful,0,1
painfull,0,1
painfully,0,1
pains,0,1
pale,0,1
pales,0,1
paltry,0,1
pan,0,1
pandemonium,0,1
pander,0,1
pandering,0,1
panders,0,1
panic,0,1
panick,0,1
panicked,0,1
panicking,0,1
panicky,0,1
paradoxical,0,1
paradoxically,0,1
paralize,0,1
paralyzed,0,1
paranoia,0,1
paranoid,0,1
parasite,0,1
pariah,0,1
parody,0,1
partiality,0,1
partisan,0,1
partisans,0,1
passe,0,1
passive,0,1
passiveness,0,1
pathetic,0,1
pathetically,0,1
patronize,0,1
paucity,0,1
pauper,0,1
paupers,0,1
payback,0,1
peculiar,0,1
peculiarly,0,1
pedantic,0,1
peeled,0,1
peeve,0,1
peeved,0,1
peevish,0,1
peevishly,0,1
penalize,0,1
penalty,0,1
perfidious,0,1
perfidity,0,1
perfunctory,0,1
peril,0,1
perilous,0,1
perilously,0,1
perish,0,1
pernicious,0,1
perplex,0,1
perplexed,0,1
perplexing,0,1
perplexity,0,1
persecute,0,1
persecution,0,1
pertinacious,0,1
pertinaciously,0,1
pertinacity,0,1
perturb,0,1
perturbed,0,1
pervasive,0,1
perverse,0,1
perversely,0,1
perversion,0,1
perversity,0,1
pervert,0,1
perverted,0,1
perverts,0,1
pessimism,0,1
pessimistic,0,1
pessimistically,0,1
pest,0,1
pestilent,0,1
petrified,0,1
petrify,0,1
pettifog,0,1
petty,0,1
phobia,0,1
phobic,0,1
phony,0,1
picket,0,1
picketed,0,1
picketing,0,1
pickets,0,1
picky,0,1
pig,0,1
pigs,0,1
pillage,0,1
pillory,0,1
pimple,0,1
pinch,0,1
pique,0,1
pitiable,0,1
pitiful,0,1
pitifully,0,1
pitiless,0,1
pitilessly,0,1
pittance,0,1
pity,0,1
plagiarize,0,1
plague,0,1
plasticky,0,1
plaything,0,1
plea,0,1
pleas,0,1
plebeian,0,1
plight,0,1
plot,0,1
plotters,0,1
ploy,0,1
plunder,0,1
plunderer,0,1
pointless,0,1
pointlessly,0,1
poison,0,1
poisonous,0,1
poisonously,0,1
pokey,0,1
poky,0,1
polarisation,0,1
polemize,0,1
pollute,0,1
polluter,0,1
polluters,0,1
polution,0,1
pompous,0,1
poor,0,1
poorer,0,1
poorest,0,1
poorly,0,1
posturing,0,1
pout,0,1
poverty,0,1
powerless,0,1
prate,0,1
pratfall,0,1
prattle,0,1
precarious,0,1
precariously,0,1
precipitate,0,1
precipitous,0,1
predatory,0,1
predicament,0,1
prejudge,0,1
prejudice,0,1
prejudices,0,1
prejudicial,0,1
premeditated,0,1
preoccupy,0,1
preposterous,0,1
preposterously,0,1
presumptuous,0,1
presumptuously,0,1
pretence,0,1
pretend,0,1
pretense,0,1
pretentious,0,1
pretentiously,0,1
prevaricate,0,1
pricey,0,1
pricier,0,1
prick,0,1
prickle,0,1
prickles,0,1
prideful,0,1
prik,0,1
primitive,0,1
prison,0,1
prisoner,0,1
problem,0,1
problematic,0,1
problems,0,1
procrastinate,0,1
procrastinates,0,1
procrastination,0,1
profane,0,1
profanity,0,1
prohibit,0,1
prohibitive,0,1
prohibitively,0,1
propaganda,0,1
propagandize,0,1
proprietary,0,1
prosecute,0,1
protest,0,1
protested,0,1
protesting,0,1
protests,0,1
protracted,0,1
provocation,0,1
provocative,0,1
provoke,0,1
pry,0,1
pugnacious,0,1
pugnaciously,0,1
pugnacity,0,1
punch,0,1
punish,0,1
punishable,0,1
punitive,0,1
punk,0,1
puny,0,1
puppet,0,1
puppets,0,1
puzzled,0,1
puzzlement,0,1
puzzling,0,1
quack,0,1
qualm,0,1
qualms,0,1
quandary,0,1
quarrel,0,1
quarrellous,0,1
quarrellously,0,1
quarrels,0,1
quarrelsome,0,1
quash,0,1
queer,0,1
questionable,0,1
quibble,0,1
quibbles,0,1
quitter,0,1
rabid,0,1
racism,0,1
racist,0,1
racists,0,1
racy,0,1
radical,0,1
radicalization,0,1
radically,0,1
radicals,0,1
rage,0,1
ragged,0,1
raging,0,1
rail,0,1
raked,0,1
rampage,0,1
rampant,0,1
ramshackle,0,1
rancor,0,1
randomly,0,1
rankle,0,1
rant,0,1
ranted,0,1
ranting,0,1
rantingly,0,1
rants,0,1
rape,0,1
raped,0,1
raping,0,1
rascal,0,1
rascals,0,1
rash,0,1
rattle,0,1
rattled,0,1
rattles,0,1
ravage,0,1
raving,0,1
reactionary,0,1
rebellious,0,1
rebuff,0,1
rebuke,0,1
recalcitrant,0,1
recant,0,1
recession,0,1
recessionary,0,1
reckless,0,1
recklessly,0,1
recklessness,0,1
recoil,0,1
recourses,0,1
redundancy,0,1
redundant,0,1
refusal,0,1
refuse,0,1
refused,0,1
refuses,0,1
refusing,0,1
refutation,0,1
refute,0,1
refuted,0,1
refutes,0,1
refuting,0,1
regress,0,1
regression,0,1
regressive,0,1
regret,0,1
regreted,0,1
regretful,0,1
regretfully,0,1
regrets,0,1
regrettable,0,1
regrettably,0,1
regretted,0,1
reject,0,1
rejected,0,1
rejecting,0,1
rejection,0,1
rejects,0,1
relapse,0,1
relentless,0,1
relentlessly,0,1
relentlessness,0,1
reluctance,0,1
reluctant,0,1
reluctantly,0,1
remorse,0,1
remorseful,0,1
remorsefully,0,1
remorseless,0,1
remorselessly,0,1
remorselessness,0,1
renounce,0,1
renunciation,0,1
repel,0,1
repetitive,0,1
reprehensible,0,1
reprehensibly,0,1
reprehension,0,1
reprehensive,0,1
repress,0,1
repression,0,1
repressive,0,1
reprimand,0,1
reproach,0,1
reproachful,0,1
reprove,0,1
reprovingly,0,1
repudiate,0,1
repudiation,0,1
repugn,0,1
repugnance,0,1
repugnant,0,1
repugnantly,0,1
repulse,0,1
repulsed,0,1
repulsing,0,1
repulsive,0,1
repulsively,0,1
repulsiveness,0,1
resent,0,1
resentful,0,1
resentment,0,1
resignation,0,1
resigned,0,1
resistance,0,1
restless,0,1
restlessness,0,1
restrict,0,1
restricted,0,1
restriction,0,1
restrictive,0,1
resurgent,0,1
retaliate,0,1
retaliatory,0,1
retard,0,1
retarded,0,1
retardedness,0,1
retards,0,1
reticent,0,1
retract,0,1
retreat,0,1
retreated,0,1
revenge,0,1
revengeful,0,1
revengefully,0,1
revert,0,1
revile,0,1
reviled,0,1
revoke,0,1
revolt,0,1
revolting,0,1
revoltingly,0,1
revulsion,0,1
revulsive,0,1
rhapsodize,0,1
rhetoric,0,1
rhetorical,0,1
ricer,0,1
ridicule,0,1
ridicules,0,1
ridiculous,0,1
ridiculously,0,1
rife,0,1
rift,0,1
rifts,0,1
rigid,0,1
rigidity,0,1
rigidness,0,1
rile,0,1
riled,0,1
rip,0,1
rip-off,0,1
ripoff,0,1
ripped,0,1
risk,0,1
risks,0,1
risky,0,1
rival,0,1
rivalry,0,1
roadblocks,0,1
rocky,0,1
rogue,0,1
rollercoaster,0,1
rot,0,1
rotten,0,1
rough,0,1
rremediable,0,1
rubbish,0,1
rude,0,1
rue,0,1
ruffian,0,1
ruffle,0,1
ruin,0,1
ruined,0,1
ruining,0,1
ruinous,0,1
ruins,0,1
rumbling,0,1
rumor,0,1
rumors,0,1
rumours,0,1
rumple,0,1
run-down,0,1
runaway,0,1
rupture,0,1
rust,0,1
rusts,0,1
rusty,0,1
rut,0,1
ruthless,0,1
ruthlessly,0,1
ruthlessness,0,1
ruts,0,1
sabotage,0,1
sack,0,1
sacrificed,0,1
sad,0,1
sadden,0,1
sadly,0,1
sadness,0,1
sag,0,1
sagged,0,1
sagging,0,1
saggy,0,1
sags,0,1
salacious,0,1
sanctimonious,0,1
sap,0,1
sarcasm,0,1
sarcastic,0,1
sarcastically,0,1
sardonic,0,1
sardonically,0,1
sass,0,1
satirical,0,1
satirize,0,1
savage,0,1
savaged,0,1
savagery,0,1
savages,0,1
scaly,0,1
scam,0,1
scams,0,1
scandal,0,1
scandalize,0,1
scandalized,0,1
scandalous,0,1
scandalously,0,1
scandals,0,1
scandel,0,1
scandels,0,1
scant,0,1
scapegoat,0,1
scar,0,1
scarce,0,1
scarcely,0,1
scarcity,0,1
scare,0,1
scared,0,1
scarier,0,1
scariest,0,1
scarily,0,1
scarred,0,1
scars,0,1
scary,0,1
scathing,0,1
scathingly,0,1
sceptical,0,1
scoff,0,1
scoffingly,0,1
scold,0,1
scolded,0,1
scolding,0,1
scoldingly,0,1
scorching,0,1
scorchingly,0,1
scorn,0,1
scornful,0,1
scornfully,0,1
scoundrel,0,1
scourge,0,1
scowl,0,1
scramble,0,1
scrambled,0,1
scrambles,0,1
scrambling,0,1
scrap,0,1
scratch,0,1
scratched,0,1
scratches,0,1
scratchy,0,1
scream,0,1
screech,0,1
screw-up,0,1
screwed,0,1
screwed-up,0,1
screwy,0,1
scuff,0,1
scuffs,0,1
scum,0,1
scummy,0,1
second-class,0,1
second-tier,0,1
secretive,0,1
sedentary,0,1
seedy,0,1
seethe,0,1
seething,0,1
self-coup,0,1
self-criticism,0,1
self-defeating,0,1
self-destructive,0,1
self-humiliation,0,1
self-interest,0,1
self-interested,0,1
self-serving,0,1
selfinterested,0,1
selfish,0,1
selfishly,0,1
selfishness,0,1
semi-retarded,0,1
senile,0,1
sensationalize,0,1
senseless,0,1
senselessly,0,1
seriousness,0,1
sermonize,0,1
servitude,0,1
set-up,0,1
setback,0,1
setbacks,0,1
sever,0,1
severe,0,1
severity,0,1
sh*t,0,1
shabby,0,1
shadowy,0,1
shady,0,1
shake,0,1
shaky,0,1
shallow,0,1
sham,0,1
shambles,0,1
shame,0,1
shameful,0,1
shamefully,0,1
shamefulness,0,1
shameless,0,1
shamelessly,0,1
shamelessness,0,1
shark,0,1
sharply,0,1
shatter,0,1
shemale,0,1
shimmer,0,1
shimmy,0,1
shipwreck,0,1
shirk,0,1
shirker,0,1
shit,0,1
shiver,0,1
shock,0,1
shocked,0,1
shocking,0,1
shockingly,0,1
shoddy,0,1
short-lived,0,1
shortage,0,1
shortchange,0,1
shortcoming,0,1
shortcomings,0,1
shortness,0,1
shortsighted,0,1
shortsightedness,0,1
showdown,0,1
shrew,0,1
shriek,0,1
shrill,0,1
shrilly,0,1
shrivel,0,1
shroud,0,1
shrouded,0,1
shrug,0,1
shun,0,1
shunned,0,1
sick,0,1
sicken,0,1
sickening,0,1
sickeningly,0,1
sickly,0,1
sickness,0,1
sidetrack,0,1
sidetracked,0,1
siege,0,1
sillily,0,1
silly,0,1
simplistic,0,1
simplistically,0,1
sin,0,1
sinful,0,1
sinfully,0,1
sinister,0,1
sinisterly,0,1
sink,0,1
sinking,0,1
skeletons,0,1
skeptic,0,1
skeptical,0,1
skeptically,0,1
skepticism,0,1
sketchy,0,1
skimpy,0,1
skinny,0,1
skittish,0,1
skittishly,0,1
skulk,0,1
slack,0,1
slander,0,1
slanderer,0,1
slanderous,0,1
slanderously,0,1
slanders,0,1
slap,0,1
slashing,0,1
slaughter,0,1
slaughtered,0,1
slave,0,1
slaves,0,1
sleazy,0,1
slime,0,1
slog,0,1
slogged,0,1
slogging,0,1
slogs,0,1
sloooooooooooooow,0,1
sloooow,0,1
slooow,0,1
sloow,0,1
sloppily,0,1
sloppy,0,1
sloth,0,1
slothful,0,1
slow,0,1
slow-moving,0,1
slowed,0,1
slower,0,1
slowest,0,1
slowly,0,1
sloww,0,1
slowww,0,1
slowwww,0,1
slug,0,1
sluggish,0,1
slump,0,1
slumping,0,1
slumpping,0,1
slur,0,1
slut,0,1
sluts,0,1
sly,0,1
smack,0,1
smallish,0,1
smash,0,1
smear,0,1
smell,0,1
smelled,0,1
smelling,0,1
smells,0,1
smelly,0,1
smelt,0,1
smoke,0,1
smokescreen,0,1
smolder,0,1
smoldering,0,1
smother,0,1
smoulder,0,1
smouldering,0,1
smudge,0,1
smudged,0,1
smudges,0,1
smudging,0,1
smug,0,1
smugly,0,1
smut,0,1
smuttier,0,1
smuttiest,0,1
smutty,0,1
snag,0,1
snagged,0,1
snagging,0,1
snags,0,1
snappish,0,1
snappishly,0,1
snare,0,1
snarky,0,1
snarl,0,1
sneak,0,1
sneakily,0,1
sneaky,0,1
sneer,0,1
sneering,0,1
sneeringly,0,1
snob,0,1
snobbish,0,1
snobby,0,1
snobish,0,1
snobs,0,1
snub,0,1
so-cal,0,1
soapy,0,1
sob,0,1
sober,0,1
sobering,0,1
solemn,0,1
solicitude,0,1
somber,0,1
sore,0,1
sorely,0,1
soreness,0,1
sorrow,0,1
sorrowful,0,1
sorrowfully,0,1
sorry,0,1
sour,0,1
sourly,0,1
spade,0,1
spank,0,1
spendy,0,1
spew,0,1
spewed,0,1
spewing,0,1
spews,0,1
spilling,0,1
spinster,0,1
spiritless,0,1
spite,0,1
spiteful,0,1
spitefully,0,1
spitefulness,0,1
splatter,0,1
split,0,1
splitting,0,1
spoil,0,1
spoilage,0,1
spoilages,0,1
spoiled,0,1
spoilled,0,1
spoils,0,1
spook,0,1
spookier,0,1
spookiest,0,1
spookily,0,1
spooky,0,1
spoon-fed,0,1
spoon-feed,0,1
spoonfed,0,1
sporadic,0,1
spotty,0,1
spurious,0,1
spurn,0,1
sputter,0,1
squabble,0,1
squabbling,0,1
squander,0,1
squash,0,1
squeak,0,1
squeaks,0,1
squeaky,0,1
squeal,0,1
squealing,0,1
squeals,0,1
squirm,0,1
stab,0,1
stagnant,0,1
stagnate,0,1
stagnation,0,1
staid,0,1
stain,0,1
stains,0,1
stale,0,1
stalemate,0,1
stall,0,1
stalls,0,1
stammer,0,1
stampede,0,1
standstill,0,1
stark,0,1
starkly,0,1
startle,0,1
startling,0,1
startlingly,0,1
starvation,0,1
starve,0,1
static,0,1
steal,0,1
stealing,0,1
steals,0,1
steep,0,1
steeply,0,1
stench,0,1
stereotype,0,1
stereotypical,0,1
stereotypically,0,1
stern,0,1
stew,0,1
sticky,0,1
stiff,0,1
stiffness,0,1
stifle,0,1
stifling,0,1
stiflingly,0,1
stigma,0,1
stigmatize,0,1
sting,0,1
stinging,0,1
stingingly,0,1
stingy,0,1
stink,0,1
stinks,0,1
stodgy,0,1
stole,0,1
stolen,0,1
stooge,0,1
stooges,0,1
stormy,0,1
straggle,0,1
straggler,0,1
strain,0,1
strained,0,1
straining,0,1
strange,0,1
strangely,0,1
stranger,0,1
strangest,0,1
strangle,0,1
streaky,0,1
strenuous,0,1
stress,0,1
stresses,0,1
stressful,0,1
stressfully,0,1
stricken,0,1
strict,0,1
strictly,0,1
strident,0,1
stridently,0,1
strife,0,1
strike,0,1
stringent,0,1
stringently,0,1
struck,0,1
struggle,0,1
struggled,0,1
struggles,0,1
struggling,0,1
strut,0,1
stubborn,0,1
stubbornly,0,1
stubbornness,0,1
stuck,0,1
stuffy,0,1
stumble,0,1
stumbled,0,1
stumbles,0,1
stump,0,1
stumped,0,1
stumps,0,1
stun,0,1
stunt,0,1
stunted,0,1
stupid,0,1
stupidest,0,1
stupidity,0,1
stupidly,0,1
stupified,0,1
stupify,0,1
stupor,0,1
stutter,0,1
stuttered,0,1
stuttering,0,1
stutters,0,1
sty,0,1
stymied,0,1
sub-par,0,1
subdued,0,1
subjected,0,1
subjection,0,1
subjugate,0,1
subjugation,0,1
submissive,0,1
subordinate,0,1
subpoena,0,1
subpoenas,0,1
subservience,0,1
subservient,0,1
substandard,0,1
subtract,0,1
subversion,0,1
subversive,0,1
subversively,0,1
subvert,0,1
succumb,0,1
suck,0,1
sucked,0,1
sucker,0,1
sucks,0,1
sucky,0,1
sue,0,1
sued,0,1
sueing,0,1
sues,0,1
suffer,0,1
suffered,0,1
sufferer,0,1
sufferers,0,1
suffering,0,1
suffers,0,1
suffocate,0,1
sugar-coat,0,1
sugar-coated,0,1
sugarcoated,0,1
suicidal,0,1
suicide,0,1
sulk,0,1
sullen,0,1
sully,0,1
sunder,0,1
sunk,0,1
sunken,0,1
superficial,0,1
superficiality,0,1
superficially,0,1
superfluous,0,1
superstition,0,1
superstitious,0,1
suppress,0,1
suppression,0,1
surrender,0,1
susceptible,0,1
suspect,0,1
suspicion,0,1
suspicions,0,1
suspicious,0,1
suspiciously,0,1
swagger,0,1
swamped,0,1
sweaty,0,1
swelled,0,1
swelling,0,1
swindle,0,1
swipe,0,1
swollen,0,1
symptom,0,1
symptoms,0,1
syndrome,0,1
taboo,0,1
tacky,0,1
taint,0,1
tainted,0,1
tamper,0,1
tangle,0,1
tangled,0,1
tangles,0,1
tank,0,1
tanked,0,1
tanks,0,1
tantrum,0,1
tardy,0,1
tarnish,0,1
tarnished,0,1
tarnishes,0,1
tarnishing,0,1
tattered,0,1
taunt,0,1
taunting,0,1
tauntingly,0,1
taunts,0,1
taut,0,1
tawdry,0,1
taxing,0,1
tease,0,1
teasingly,0,1
tedious,0,1
tediously,0,1
temerity,0,1
temper,0,1
tempest,0,1
temptation,0,1
tenderness,0,1
tense,0,1
tension,0,1
tentative,0,1
tentatively,0,1
tenuous,0,1
tenuously,0,1
tepid,0,1
terrible,0,1
terribleness,0,1
terribly,0,1
terror,0,1
terror-genic,0,1
terrorism,0,1
terrorize,0,1
testily,0,1
testy,0,1
tetchily,0,1
tetchy,0,1
thankless,0,1
thicker,0,1
thirst,0,1
thorny,0,1
thoughtless,0,1
thoughtlessly,0,1
thoughtlessness,0,1
thrash,0,1
threat,0,1
threaten,0,1
threatening,0,1
threats,0,1
threesome,0,1
throb,0,1
throbbed,0,1
throbbing,0,1
throbs,0,1
throttle,0,1
thug,0,1
thumb-down,0,1
thumbs-down,0,1
thwart,0,1
time-consuming,0,1
timid,0,1
timidity,0,1
timidly,0,1
timidness,0,1
tin-y,0,1
tingled,0,1
tingling,0,1
tired,0,1
tiresome,0,1
tiring,0,1
tiringly,0,1
toil,0,1
toll,0,1
top-heavy,0,1
topple,0,1
torment,0,1
tormented,0,1
torrent,0,1
tortuous,0,1
torture,0,1
tortured,0,1
tortures,0,1
torturing,0,1
torturous,0,1
torturously,0,1
totalitarian,0,1
touchy,0,1
toughness,0,1
tout,0,1
touted,0,1
touts,0,1
toxic,0,1
traduce,0,1
tragedy,0,1
tragic,0,1
tragically,0,1
traitor,0,1
traitorous,0,1
traitorously,0,1
tramp,0,1
trample,0,1
transgress,0,1
transgression,0,1
trap,0,1
traped,0,1
trapped,0,1
trash,0,1
trashed,0,1
trashy,0,1
trauma,0,1
traumatic,0,1
traumatically,0,1
traumatize,0,1
traumatized,0,1
travesties,0,1
travesty,0,1
treacherous,0,1
treacherously,0,1
treachery,0,1
treason,0,1
treasonous,0,1
trick,0,1
tricked,0,1
trickery,0,1
tricky,0,1
trivial,0,1
trivialize,0,1
trouble,0,1
troubled,0,1
troublemaker,0,1
troubles,0,1
troublesome,0,1
troublesomely,0,1
troubling,0,1
troublingly,0,1
truant,0,1
tumble,0,1
tumbled,0,1
tumbles,0,1
tumultuous,0,1
turbulent,0,1
turmoil,0,1
twist,0,1
twisted,0,1
twists,0,1
two-faced,0,1
two-faces,0,1
tyrannical,0,1
tyrannically,0,1
tyranny,0,1
tyrant,0,1
ugh,0,1
uglier,0,1
ugliest,0,1
ugliness,0,1
ugly,0,1
ulterior,0,1
ultimatum,0,1
ultimatums,0,1
ultra-hardline,0,1
un-viewable,0,1
unable,0,1
unacceptable,0,1
unacceptablely,0,1
unacceptably,0,1
unaccessible,0,1
unaccustomed,0,1
unachievable,0,1
unaffordable,0,1
unappealing,0,1
unattractive,0,1
unauthentic,0,1
unavailable,0,1
unavoidably,0,1
unbearable,0,1
unbearablely,0,1
unbelievable,0,1
unbelievably,0,1
uncaring,0,1
uncertain,0,1
uncivil,0,1
uncivilized,0,1
unclean,0,1
unclear,0,1
uncollectible,0,1
uncomfortable,0,1
uncomfortably,0,1
uncomfy,0,1
uncompetitive,0,1
uncompromising,0,1
uncompromisingly,0,1
unconfirmed,0,1
unconstitutional,0,1
uncontrolled,0,1
unconvincing,0,1
unconvincingly,0,1
uncooperative,0,1
uncouth,0,1
uncreative,0,1
undecided,0,1
undefined,0,1
undependability,0,1
undependable,0,1
undercut,0,1
undercuts,0,1
undercutting,0,1
underdog,0,1
underestimate,0,1
underlings,0,1
undermine,0,1
undermined,0,1
undermines,0,1
undermining,0,1
underpaid,0,1
underpowered,0,1
undersized,0,1
undesirable,0,1
undetermined,0,1
undid,0,1
undignified,0,1
undissolved,0,1
undocumented,0,1
undone,0,1
undue,0,1
unease,0,1
uneasily,0,1
uneasiness,0,1
uneasy,0,1
uneconomical,0,1
unemployed,0,1
unequal,0,1
unethical,0,1
uneven,0,1
uneventful,0,1
unexpected,0,1
unexpectedly,0,1
unexplained,0,1
unfairly,0,1
unfaithful,0,1
unfaithfully,0,1
unfamiliar,0,1
unfavorable,0,1
unfeeling,0,1
unfinished,0,1
unfit,0,1
unforeseen,0,1
unforgiving,0,1
unfortunate,0,1
unfortunately,0,1
unfounded,0,1
unfriendly,0,1
unfulfilled,0,1
unfunded,0,1
ungovernable,0,1
ungrateful,0,1
unhappily,0,1
unhappiness,0,1
unhappy,0,1
unhealthy,0,1
unhelpful,0,1
unilateralism,0,1
unimaginable,0,1
unimaginably,0,1
unimportant,0,1
uninformed,0,1
uninsured,0,1
unintelligible,0,1
unintelligile,0,1
unipolar,0,1
unjust,0,1
unjustifiable,0,1
unjustifiably,0,1
unjustified,0,1
unjustly,0,1
unkind,0,1
unkindly,0,1
unknown,0,1
unlamentable,0,1
unlamentably,0,1
unlawful,0,1
unlawfully,0,1
unlawfulness,0,1
unleash,0,1
unlicensed,0,1
unlikely,0,1
unlucky,0,1
unmoved,0,1
unnatural,0,1
unnaturally,0,1
unnecessary,0,1
unneeded,0,1
unnerve,0,1
unnerved,0,1
unnerving,0,1
unnervingly,0,1
unnoticed,0,1
unobserved,0,1
unorthodox,0,1
unorthodoxy,0,1
unpleasant,0,1
unpleasantries,0,1
unpopular,0,1
unpredictable,0,1
unprepared,0,1
unproductive,0,1
unprofitable,0,1
unprove,0,1
unproved,0,1
unproven,0,1
unproves,0,1
unproving,0,1
unqualified,0,1
unravel,0,1
unraveled,0,1
unreachable,0,1
unreadable,0,1
unrealistic,0,1
unreasonable,0,1
unreasonably,0,1
unrelenting,0,1
unrelentingly,0,1
unreliability,0,1
unreliable,0,1
unresolved,0,1
unresponsive,0,1
unrest,0,1
unruly,0,1
unsafe,0,1
unsatisfactory,0,1
unsavory,0,1
unscrupulous,0,1
unscrupulously,0,1
unsecure,0,1
unseemly,0,1
unsettle,0,1
unsettled,0,1
unsettling,0,1
unsettlingly,0,1
unskilled,0,1
unsophisticated,0,1
unsound,0,1
unspeakable,0,1
unspeakablely,0,1
unspecified,0,1
unstable,0,1
unsteadily,0,1
unsteadiness,0,1
unsteady,0,1
unsuccessful,0,1
unsuccessfully,0,1
unsupported,0,1
unsupportive,0,1
unsure,0,1
unsuspecting,0,1
unsustainable,0,1
untenable,0,1
untested,0,1
unthinkable,0,1
unthinkably,0,1
untimely,0,1
untouched,0,1
untrue,0,1
untrustworthy,0,1
untruthful,0,1
unusable,0,1
unusably,0,1
unuseable,0,1
unuseably,0,1
unusual,0,1
unusually,0,1
unviewable,0,1
unwanted,0,1
unwarranted,0,1
unwatchable,0,1
unwelcome,0,1
unwell,0,1
unwieldy,0,1
unwilling,0,1
unwillingly,0,1
unwillingness,0,1
unwise,0,1
unwisely,0,1
unworkable,0,1
unworthy,0,1
unyielding,0,1
upbraid,0,1
upheaval,0,1
uprising,0,1
uproar,0,1
uproarious,0,1
uproariously,0,1
uproarous,0,1
uproarously,0,1
uproot,0,1
upset,0,1
upseting,0,1
upsets,0,1
upsetting,0,1
upsettingly,0,1
urgent,0,1
useless,0,1
usurp,0,1
usurper,0,1
utterly,0,1
vagrant,0,1
vague,0,1
vagueness,0,1
vain,0,1
vainly,0,1
vanity,0,1
vehement,0,1
vehemently,0,1
vengeance,0,1
vengeful,0,1
vengefully,0,1
vengefulness,0,1
venom,0,1
venomous,0,1
venomously,0,1
vent,0,1
vestiges,0,1
vex,0,1
vexation,0,1
vexing,0,1
vexingly,0,1
vibrate,0,1
vibrated,0,1
vibrates,0,1
vibrating,0,1
vibration,0,1
vice,0,1
vicious,0,1
viciously,0,1
viciousness,0,1
victimize,0,1
vile,0,1
vileness,0,1
vilify,0,1
villainous,0,1
villainously,0,1
villains,0,1
villian,0,1
villianous,0,1
villianously,0,1
